""	"Component"	"Collection"	"pathway"	"BG_genes"	"genes_in_pathway"	"genes_in_path_and_BG"	"genes_of_interest"	"genes_of_interest_in_pathway"	"gene_names_in_pathway"	"cont_n1"	"cont_n2"	"cont_n3"	"cont_n4"	"CI_95"	"odds_ratio"	"p_val"	"p_adj"
"452"	"gene_taxa_component_2.txt"	"C2_CP"	"KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION"	14267	79	62	10646	51	"ADAM10,ADAM17,ATP6AP1,ATP6V0A1,ATP6V0A2,ATP6V0C,ATP6V0D1,ATP6V0E1,ATP6V0E2,ATP6V1A,ATP6V1B1,ATP6V1B2,ATP6V1C1,ATP6V1C2,ATP6V1D,ATP6V1E1,ATP6V1E2,ATP6V1F,ATP6V1G1,ATP6V1H,CASP3,CCL5,CHUK,CSK,CXCL1,CXCL8,CXCR1,EGFR,F11R,HBEGF,IKBKB,IKBKG,JAM2,JAM3,LYN,MAP2K4,MAP3K14,MAPK11,MAPK13,MAPK14,MAPK8,MAPK9,MET,NFKB1,PAK1,PLCG1,PLCG2,PTPN11,RAC1,TCIRG1,TJP1"	51	10595	11	3610	"0.89032-Inf"	1.57963144922612	0.104798344317964	0.231135881438819
"1353"	"gene_taxa_component_4.txt"	"C2_CP"	"KEGG_TASTE_TRANSDUCTION"	14267	89	21	10970	19	"ADCY4,ADCY6,ADCY8,CACNA1B,GNAS,GNB1,GNB3,GNG13,ITPR3,KCNB1,PDE1A,PLCB2,PRKACA,PRKACB,PRKX,SCNN1G,TAS1R1,TAS1R3,TAS2R14"	19	10951	2	3295	"0.81061-Inf"	2.85834046515784	0.105262519253985	0.231135881438819
"2482"	"gene_taxa_component_2.txt"	"C2_CP"	"PID_LYMPH_ANGIOGENESIS_PATHWAY"	14267	26	24	10646	21	"AKT1,COL1A1,COL1A2,CREB1,CRK,FLT4,FN1,ITGA1,ITGA2,ITGB1,MAP2K4,MAPK1,MAPK11,MAPK14,MAPK3,PIK3CA,PIK3R1,RPS6KA1,SOS1,VEGFC,VEGFD"	21	10625	3	3618	"0.8239-Inf"	2.38365216217103	0.107032758864399	0.23189296903704
"1503"	"gene_taxa_component_4.txt"	"C2_CP"	"KEGG_VIRAL_MYOCARDITIS"	14267	184	53	10970	45	"ACTG1,BID,CASP3,CASP8,CAV1,CCND1,CD40,CD86,CYCS,DAG1,EIF4G1,EIF4G2,EIF4G3,FYN,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,HLA-G,ICAM1,ITGAL,ITGB2,MYH10,MYH11,MYH14,MYH7B,MYH9,PRF1,RAC1,RAC2,RAC3,SGCB,SGCD,SGCG"	45	10925	8	3289	"0.87434-Inf"	1.69332085327327	0.107084332835576	0.23189296903704
"2221"	"gene_taxa_component_10.txt"	"C2_CP"	"PID_IFNG_PATHWAY"	14267	41	38	11032	33	"AKT1,CAMK2B,CAMK2D,CAMK2G,CASP1,CBL,CEBPB,CREBBP,DAPK1,EP300,IFNGR1,IL1B,IRF1,IRF9,JAK1,MAP2K1,MAP3K1,MAPK3,MTOR,PIAS1,PIAS4,PIK3CA,PIK3R1,PRKCD,PTGES2,PTPN11,PTPN2,RAP1A,RAP1B,SMAD7,SOCS1,STAT1,STAT3"	33	10999	5	3230	"0.84834-Inf"	1.938036765683	0.109178441160894	0.233286263038528
"193"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_EPO_PATHWAY"	14267	34	33	10578	28	"BCL2,BCL2L1,BTK,CBL,CRKL,EPO,EPOR,GRB2,HRAS,JAK2,LYN,MAPK14,MAPK8,NFKB1,PIK3R1,PLCG1,PLCG2,PTPN6,RAPGEF1,SH2B3,SHC1,SOCS3,SOS1,STAT1,STAT5B,TEC,TRPC6,VAV2"	28	10550	5	3684	"0.84379-Inf"	1.95550489588512	0.109953999195362	0.233286263038528
"962"	"gene_taxa_component_2.txt"	"C2_CP"	"KEGG_OXIDATIVE_PHOSPHORYLATION"	14267	158	106	10646	85	"ATP5F1A,ATP5F1B,ATP5F1C,ATP5F1E,ATP5MC2,ATP5MC3,ATP5ME,ATP5MG,ATP5PB,ATP5PD,ATP5PF,ATP5PO,ATP6AP1,ATP6V0A1,ATP6V0A2,ATP6V0C,ATP6V0D1,ATP6V0E1,ATP6V0E2,ATP6V1A,ATP6V1B1,ATP6V1B2,ATP6V1C1,ATP6V1C2,ATP6V1D,ATP6V1E1,ATP6V1E2,ATP6V1F,ATP6V1G1,ATP6V1H,COX10,COX11,COX15,COX4I1,COX4I2,COX5A,COX5B,COX6A2,COX6B1,COX6C,COX7A2,COX7A2L,COX7B,COX7C,CYC1,NDUFA10,NDUFA2,NDUFA3,NDUFA4,NDUFA4L2,NDUFA5,NDUFA6,NDUFA9,NDUFAB1,NDUFB1,NDUFB2,NDUFB3,NDUFB4,NDUFB5,NDUFB6,NDUFB7,NDUFB8,NDUFC1,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS5,NDUFS6,NDUFS7,NDUFS8,NDUFV1,NDUFV2,NDUFV3,PPA1,PPA2,SDHA,SDHB,SDHC,SDHD,TCIRG1,UQCRB,UQCRC1,UQCRC2,UQCRFS1"	85	10561	21	3600	"0.90819-Inf"	1.37968581450116	0.111152783074424	0.233286263038528
"1741"	"gene_taxa_component_10.txt"	"C2_CP"	"PID_BETA_CATENIN_NUC_PATHWAY"	14267	83	64	11032	54	"APC,AR,AXIN2,BCL9,CACNA1G,CBY1,CCN1,CCND1,CCND2,CDKN2A,CHD8,CTBP1,CTNNB1,CTNNBIP1,CUL1,CXCL8,DKK1,DVL3,EP300,HBP1,HDAC1,HDAC2,ID2,INCENP,JUN,KCNIP4,KLF4,LEF1,MDFIC,MED12,MITF,MMP2,NCOA2,RUVBL2,SFN,SKP1,SMARCA4,SNAI2,SP5,TBL1X,TBL1XR1,TCF7,TCF7L2,TERT,TLE4,TNIK,TRRAP,VCAN,XPO1,YWHAB,YWHAG,YWHAH,YWHAZ,ZCCHC12"	54	10978	10	3225	"0.87734-Inf"	1.58627800092294	0.112101036471294	0.233286263038528
"1522"	"gene_taxa_component_2.txt"	"C2_CP"	"PID_AJDISS_2PATHWAY"	14267	50	43	10646	36	"ABL1,ADAM10,ARF6,BDNF,CASP3,CBLL1,CDH2,CREBBP,CTNNA1,CTNNB1,CTNND1,DNM2,DSP,EGF,EGFR,FYN,GDNF,GFRA1,GNA12,GNA13,HGS,HRAS,IGF1R,IGF2,IQGAP1,JUP,MET,NME1,PTPN1,RAB5A,RAB7A,RAC1,RIN2,ROBO1,SNX1,ZBTB33"	36	10610	7	3614	"0.85734-Inf"	1.75162325711486	0.112324692778183	0.233286263038528
"2742"	"gene_taxa_component_2.txt"	"C2_CP"	"PID_PI3KCI_PATHWAY"	14267	51	43	10646	36	"ARF1,ARF5,ARF6,BLNK,BTK,CYTH1,CYTH2,CYTH3,FGR,FYN,HCK,HRAS,HSP90AA1,INPPL1,KRAS,LCK,LYN,NRAS,PDPK1,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R5,PLCG1,PLCG2,PLEKHA1,PLEKHA2,PTEN,RAC1,RAP1A,RHOA,SGK1,YES1,ZAP70"	36	10610	7	3614	"0.85734-Inf"	1.75162325711486	0.112324692778183	0.233286263038528
"2411"	"gene_taxa_component_10.txt"	"C2_CP"	"PID_INTEGRIN_A9B1_PATHWAY"	14267	27	21	11032	19	"ADAM12,ADAM15,ADAM8,BCAR1,CSF2RA,F13A1,FN1,ITGA9,ITGB1,PAOX,PXN,RAC1,SPP1,SRC,TNC,VCAM1,VEGFA,VEGFC,VEGFD"	19	11013	2	3233	"0.79088-Inf"	2.7887651746988	0.113695291271678	0.233286263038528
"961"	"gene_taxa_component_10.txt"	"C2_CP"	"KEGG_OTHER_GLYCAN_DEGRADATION"	14267	25	15	11032	14	"AGA,ENGASE,FUCA1,FUCA2,GBA,GLB1,HEXA,HEXB,MAN2B1,MAN2B2,MAN2C1,MANBA,NEU1,NEU3"	14	11018	1	3234	"0.75652-Inf"	4.10906567610447	0.11392363464998	0.233286263038528
"2791"	"gene_taxa_component_10.txt"	"C2_CP"	"PID_PTP1B_PATHWAY"	14267	56	43	11032	37	"AKT1,BCAR1,CAPN1,CAV1,CSF1,CSF1R,CSK,DOK1,EGF,EGFR,FER,FGR,FYN,GRB2,HCK,INSR,IRS1,LEPR,LYN,NOX4,PDGFB,PDGFRB,PIK3CA,PIK3R1,PRLR,PTPN1,RHOA,SHC1,SOCS3,SPRY2,SRC,STAT3,STAT5A,STAT5B,TXN,YBX1,YES1"	37	10995	6	3229	"0.8484-Inf"	1.81090357616019	0.114414281872399	0.233286263038528
"226"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_IL2_1PATHWAY"	14267	56	51	10578	42	"BCL2,CDK2,DOK2,FOS,FYN,GAB2,GRB2,HRAS,IL2RA,IL2RB,IL2RG,JAK1,JAK3,JUN,KRAS,LCK,MAP2K1,MAP2K2,MAPK1,MAPK11,MAPK14,MAPK3,MAPK8,MAPKAPK2,MYC,NRAS,PIK3CA,PIK3R1,PPP2R5D,PTK2B,RAF1,RHOA,SHC1,SOCS1,SOCS3,SOS1,STAM,STAM2,STAT1,STAT3,STAT5B,SYK"	42	10536	9	3680	"0.8636-Inf"	1.62984542456687	0.116195180848383	0.235388947008982
"2181"	"gene_taxa_component_10.txt"	"C2_CP"	"PID_HIF2PATHWAY"	14267	40	32	11032	28	"ABCG2,APEX1,ARNT,BHLHE40,CITED2,CREBBP,EFNA1,EGLN1,EGLN2,EGLN3,ELOB,ELOC,EP300,EPO,ETS1,FLT1,FXN,HIF1AN,KDR,MMP14,PGK1,SIRT1,SLC11A2,SLC2A1,SP1,TWIST1,VEGFA,VHL"	28	11004	4	3231	"0.81952-Inf"	2.05518364880605	0.118212068213304	0.237939675762676
"1043"	"gene_taxa_component_4.txt"	"C2_CP"	"KEGG_PEROXISOME"	14267	86	72	10970	60	"ABCD2,ABCD3,ABCD4,ACAA1,ACOT8,ACOX1,ACOX2,ACOX3,ACSL4,ACSL5,ACSL6,AGPS,AGXT,AMACR,CAT,CRAT,DDO,DHRS4,ECH1,ECI2,EHHADH,EPHX2,FAR2,GNPAT,GSTK1,HACL1,HMGCL,HSD17B4,IDH1,IDH2,MPV17,MPV17L,MVK,NUDT19,PAOX,PECR,PEX1,PEX10,PEX11A,PEX11B,PEX11G,PEX12,PEX13,PEX14,PEX16,PEX19,PEX2,PEX26,PEX3,PEX6,PEX7,PHYH,PMVK,PRDX1,PRDX5,PXMP2,PXMP4,SCP2,SOD1,SOD2"	60	10910	12	3285	"0.87389-Inf"	1.50543440950158	0.120822266879669	0.241644533759338
"35"	"gene_taxa_component_1.txt"	"C2_CP"	"KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY"	14267	65	37	10578	31	"ADAR,AIM2,CASP1,CCL4,CCL5,CHUK,CXCL10,DDX58,IKBKB,IKBKE,IL18,IRF3,IRF7,MAVS,NFKB1,NFKBIA,NFKBIB,POLR1C,POLR1D,POLR3A,POLR3C,POLR3D,POLR3F,POLR3GL,POLR3H,POLR3K,PYCARD,RELA,RIPK1,STING1,TBK1"	31	10547	6	3683	"0.83303-Inf"	1.80422045492841	0.121726022055891	0.241911208389555
"99"	"gene_taxa_component_1.txt"	"C2_CP"	"KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION"	14267	69	46	10578	38	"ABL1,ACTB,ACTG1,ARHGEF2,ARPC1A,ARPC1B,ARPC2,ARPC3,ARPC4,ARPC5,ARPC5L,CDC42,CLDN1,CTNNB1,CTTN,FYN,HCLS1,ITGB1,LY96,NCK1,NCK2,NCL,PRKCA,RHOA,ROCK1,ROCK2,TUBA1A,TUBA1B,TUBA1C,TUBB,TUBB2A,TUBB2B,TUBB3,TUBB4B,TUBB6,WAS,YWHAQ,YWHAZ"	38	10540	8	3681	"0.84598-Inf"	1.6587649139832	0.123881971970257	0.244647416343779
"97"	"gene_taxa_component_1.txt"	"C2_CP"	"KEGG_PANCREATIC_CANCER"	14267	72	68	10578	55	"AKT2,AKT3,ARHGEF6,BAD,BCL2L1,BRAF,CASP9,CDC42,CDK4,CDK6,CDKN2A,CHUK,E2F1,E2F2,E2F3,ERBB2,IKBKB,JAK1,KRAS,MAP2K1,MAPK1,MAPK10,MAPK3,MAPK8,NFKB1,PGF,PIK3CA,PIK3CD,PIK3R1,PIK3R2,PIK3R3,PIK3R5,RAC1,RAC2,RAC3,RAD51,RAF1,RALA,RALB,RALBP1,RB1,RELA,SMAD2,SMAD3,SMAD4,STAT1,STAT3,TGFB1,TGFB2,TGFB3,TGFBR1,TP53,VEGFA,VEGFB,VEGFC"	55	10523	13	3676	"0.86818-Inf"	1.47785480373676	0.126848278468005	0.247592412723931
"1610"	"gene_taxa_component_10.txt"	"C2_CP"	"KEGG_ASCORBATE_AND_ALDARATE_METABOLISM"	14267	28	8	11032	8	"ALDH1B1,ALDH2,ALDH3A2,ALDH7A1,ALDH9A1,UGDH,UGT1A7,UGT2A3"	8	11024	0	3235	"0.64572-Inf"	Inf	0.127738760704703	0.247592412723931
"2901"	"gene_taxa_component_10.txt"	"C2_CP"	"PID_RHODOPSIN_PATHWAY"	14267	26	8	11032	8	"GNB1,GNB5,LRAT,PDE6A,PDE6G,RDH12,RGS9,SLC24A1"	8	11024	0	3235	"0.64572-Inf"	Inf	0.127738760704703	0.247592412723931
"802"	"gene_taxa_component_2.txt"	"C2_CP"	"KEGG_LYSINE_DEGRADATION"	14267	50	42	10646	35	"AASDH,AASDHPPT,AASS,ACAT1,ACAT2,ALDH1B1,ALDH2,ALDH3A2,ALDH7A1,ALDH9A1,ASH1L,DLST,DOT1L,ECHS1,EHHADH,EHMT1,GCDH,HADH,HADHA,KMT5B,NSD1,NSD2,NSD3,OGDH,OGDHL,PLOD1,PLOD3,SETD1A,SETD1B,SETD2,SETD7,SETDB1,SETDB2,SUV39H2,TMLHE"	35	10611	7	3614	"0.83154-Inf"	1.7028159935162	0.12879572064106	0.248109547737993
"121"	"gene_taxa_component_1.txt"	"C2_CP"	"KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY"	14267	81	50	10578	41	"ATG12,AZI2,CASP10,CASP8,CHUK,CXCL10,CXCL8,CYLD,DDX3X,DDX3Y,DDX58,DHX58,FADD,IKBKB,IKBKE,IRF3,IRF7,ISG15,MAP3K7,MAPK10,MAPK11,MAPK13,MAPK14,MAPK8,MAVS,NFKB1,NFKBIA,NFKBIB,NLRX1,PIN1,RELA,RIPK1,SIKE1,STING1,TBK1,TBKBP1,TRADD,TRAF2,TRAF3,TRAF6,TRIM25"	41	10537	9	3680	"0.84143-Inf"	1.59089697941864	0.131949359388671	0.249438443197035
"111"	"gene_taxa_component_1.txt"	"C2_CP"	"KEGG_PROTEASOME"	14267	65	41	10578	34	"POMP,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB9,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD6,PSMD7,PSME2,PSME3,PSME4,PSMF1"	34	10544	7	3682	"0.82619-Inf"	1.69599015486248	0.132075848468043	0.249438443197035
"403"	"gene_taxa_component_4.txt"	"C2_CP"	"KEGG_DRUG_METABOLISM_CYTOCHROME_P450"	14267	82	41	10970	35	"ADH1B,ADH1C,ADH4,ADH5,ADH6,ALDH3B1,ALDH3B2,AOX1,CYP2C8,CYP3A4,CYP3A5,CYP3A7,FMO1,FMO3,FMO4,FMO5,GSTA1,GSTA2,GSTA3,GSTA4,GSTK1,GSTM1,GSTM2,GSTM3,GSTM4,GSTO1,GSTP1,GSTT2,GSTZ1,MAOA,MAOB,MGST1,MGST2,UGT1A7,UGT2A3"	35	10935	6	3291	"0.81891-Inf"	1.75548961872785	0.132663121063391	0.249438443197035
"2993"	"gene_taxa_component_4.txt"	"C2_CP"	"PID_TCPTP_PATHWAY"	14267	42	41	10970	35	"ATR,CSF1,CSF1R,EGF,EGFR,EIF2AK2,GAB1,GRB2,HGF,INSR,JAK1,JAK3,KDR,KPNA2,LMAN1,MET,PDGFB,PDGFRB,PIAS1,PIK3CA,PIK3CB,PIK3CD,PIK3R2,PIK3R3,PTPN1,RAB4A,SHC1,SOS1,SRC,STAT1,STAT3,STAT5A,STAT5B,STAT6,VEGFA"	35	10935	6	3291	"0.81891-Inf"	1.75548961872785	0.132663121063391	0.249438443197035
"265"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_P38_ALPHA_BETA_PATHWAY"	14267	34	27	10578	23	"CCM2,CDC42,DUSP1,FGR,FYN,HCK,LCK,LYN,MAP2K3,MAP3K12,MAP3K3,MAPK11,MAPK14,PAK1,PAK2,RAC1,RALA,RALB,RIPK1,SRC,TAB1,TRAF6,YES1"	23	10555	4	3685	"0.78513-Inf"	2.00747592916432	0.135330435229461	0.252939027750301
"1901"	"gene_taxa_component_10.txt"	"C2_CP"	"PID_ENDOTHELIN_PATHWAY"	14267	68	57	11032	48	"ADCY3,ADCY4,ADCY5,ADCY6,ADCY8,ADCY9,AKT1,BCAR1,COL1A2,COL3A1,CYSLTR2,EDN1,EDN3,EDNRA,EDNRB,GNA11,GNA12,GNA14,GNA15,GNAI1,GNAI2,GNAL,GNAO1,GNAQ,GNAZ,HRAS,JUN,MAP2K1,MAP2K2,MAPK14,MAPK3,MAPK8,MMP1,PLA2G4A,PLCB1,PLCB2,PRKCA,PRKCB,PRKCD,PRKCH,PTK2B,RAC1,RAF1,RHOA,SLC9A1,SLC9A3,SRC,TRPC6"	48	10984	9	3226	"0.83768-Inf"	1.56632687363929	0.137297311490937	0.254228379210787
"2171"	"gene_taxa_component_10.txt"	"C2_CP"	"PID_HIF1_TFPATHWAY"	14267	67	62	11032	52	"ABCB1,ABCG2,ADM,AKT1,ALDOA,ARNT,BHLHE40,BHLHE41,BNIP3,CA9,CITED2,COPS5,CP,CREBBP,CXCL12,CXCR4,EDN1,EGLN1,EGLN3,ENG,ENO1,EP300,EPO,ETS1,FECH,FURIN,GATA2,HK1,HK2,HMOX1,HNF4A,ID2,IGFBP1,ITGB2,JUN,NCOA1,NCOA2,NDRG1,NT5E,PFKFB3,PGK1,PGM1,PKM,PLIN2,RORA,SLC2A1,SMAD3,SMAD4,SP1,TERT,TFF3,VEGFA"	52	10980	10	3225	"0.84272-Inf"	1.52725637880852	0.138287451764576	0.254228379210787
"184"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_CXCR4_PATHWAY"	14267	111	93	10578	74	"ARRB2,BAD,BCAR1,CD3D,CD3E,CDC42,CFL1,CRK,CSK,CXCL12,FGR,FYN,GNA13,GNAI1,GNAI2,GNAI3,GNAO1,GNAZ,GNB1,GNG2,GRK2,GRK6,HCK,HGS,ITCH,ITGA1,ITGA10,ITGA2,ITGA6,ITGA7,ITGA8,ITGAV,ITGB1,JAK2,LCK,LYN,MAPKAP1,MLST8,MMP9,MTOR,PAG1,PAK1,PIK3CA,PIK3CD,PIK3R1,PIK3R2,PIK3R3,PIK3R5,PLCB2,PLCB3,PTEN,PTK2,PTK2B,PTPN6,PTPRC,RAC1,RACK1,RALB,RAP1B,RHOA,RHOB,RHOC,RICTOR,SRC,SSH1,STAT1,STAT2,STAT3,STAT5B,UBQLN1,VAV1,VPS4A,VPS4B,YES1"	74	10504	19	3670	"0.87443-Inf"	1.36073332109516	0.139092742435808	0.254228379210787
"2142"	"gene_taxa_component_2.txt"	"C2_CP"	"PID_HEDGEHOG_GLI_PATHWAY"	14267	49	46	10646	38	"AKT1,ARRB2,CREBBP,CSNK1A1,CSNK1D,CSNK1G1,CSNK1G2,CSNK1G3,FBXW11,GLI1,GLI3,GNAI1,GNAI2,GNAI3,GNAZ,GNG2,GSK3B,HDAC1,HDAC2,IFT88,KIF3A,MAP2K1,MTSS1,PIAS1,PRKACA,PRKCD,RAB23,RBBP4,RBBP7,SAP18,SAP30,SHH,SIN3A,SIN3B,SPOP,STK36,SUFU,XPO1"	38	10608	8	3613	"0.82504-Inf"	1.61770107826871	0.139258857402087	0.254228379210787
"304"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_TNF_PATHWAY"	14267	54	45	10578	37	"ADAM17,BAG4,BIRC2,BIRC3,CASP8,CAV1,CHUK,CYLD,FADD,IKBKB,MADD,MAP2K3,MAP2K7,MAP3K3,MAP3K5,MAP3K7,MAP4K2,MAP4K4,MAP4K5,NFKB1,NRK,PRKCI,RACK1,RELA,RFFL,RIPK1,SMPD2,STAT1,TAB1,TNFAIP3,TNFRSF1A,TNFRSF1B,TNIK,TRADD,TRAF1,TRAF2,TXN"	37	10541	8	3681	"0.82189-Inf"	1.61496936292676	0.141231382813064	0.255599710452709
"2562"	"gene_taxa_component_2.txt"	"C2_CP"	"PID_NCADHERIN_PATHWAY"	14267	34	32	10646	27	"AXIN1,CAMK2G,CDH2,CNR1,CTNNA1,CTNNB1,CTNND1,DAGLA,DAGLB,DCTN1,FER,FGFR1,GJA1,JUP,KIF5B,LRP5,MAPK8,MAPRE1,PIK3CA,PIK3R1,PIP5K1C,PLCG1,PTPN1,PTPN11,RAC1,RHOA,ROCK1"	27	10619	5	3616	"0.79067-Inf"	1.83885328179011	0.141638056110737	0.255599710452709
"1553"	"gene_taxa_component_4.txt"	"C2_CP"	"PID_ALPHA_SYNUCLEIN_PATHWAY"	14267	34	30	10970	26	"BAD,FKBP1A,FYN,GRK5,HCK,LCK,LYN,MAOB,MAPK3,PARK7,PLCB2,PLD1,PLD2,PPP2R5D,PRKN,PTK2B,SLC6A3,SNCA,SRC,STUB1,SYK,TH,TOR1A,UBE2L3,UCHL1,YES1"	26	10944	4	3293	"0.77452-Inf"	1.95567092799261	0.144130696211324	0.258611649202032
"1993"	"gene_taxa_component_4.txt"	"C2_CP"	"PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY"	14267	36	35	10970	30	"EGF,EGFR,GAB1,GRB2,GSN,HRAS,KRAS,MAPK3,NCK2,NRAS,PAK1,PIK3CA,PIK3CB,PIK3CD,PIK3R2,PIK3R3,PIP5K1C,PLCG1,PTK2,PTPN1,PTPN11,PTPN6,RASA1,SHC1,SOS1,SRC,STAT1,STAT3,TLN1,WASL"	30	10940	5	3292	"0.78394-Inf"	1.80536347036062	0.148207565609431	0.261973682958674
"224"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_IL12_2PATHWAY"	14267	81	49	10578	40	"ATF2,B2M,CCL3,CCL4,CCR5,CD3D,CD3E,CD8A,CD8B,FOS,GADD45B,GZMA,GZMB,HLA-A,HLX,IL12RB1,IL18,IL18R1,IL18RAP,IL2RA,IL2RB,IL2RG,JAK2,LCK,MAP2K3,MAPK14,MTOR,NFKB1,NFKB2,PPP3CA,PPP3CB,PPP3R1,RELA,RELB,RIPK2,SOCS1,SPHK2,STAT1,STAT3,TYK2"	40	10538	9	3680	"0.81927-Inf"	1.55195567491866	0.149377834257902	0.261973682958674
"260"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_NFAT_3PATHWAY"	14267	56	49	10578	40	"BAD,BCL2,BCL2L1,CABIN1,CASP3,CHP1,CSNK2A1,EP300,FKBP1A,FKBP8,GSK3B,KPNA2,KPNB1,MAP3K8,MAPK14,MAPK3,MAPK8,MEF2D,NFATC1,NFATC2,NFATC3,NR4A1,NUP214,PIM1,PPP3CA,PPP3CB,PPP3R1,PRKCA,PRKCD,PRKCQ,RAN,RCAN1,RCAN2,SFN,XPO1,YWHAB,YWHAE,YWHAH,YWHAQ,YWHAZ"	40	10538	9	3680	"0.81927-Inf"	1.55195567491866	0.149377834257902	0.261973682958674
"279"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_RAC1_PATHWAY"	14267	55	49	10578	40	"ABI1,ABI2,ACTR2,ACTR3,ARHGAP5,ARHGDIA,ARPC1B,ARPC2,ARPC3,ARPC4,ARPC5,ATF2,BCAR1,BRK1,CFL1,CRK,CTNNA1,CTNNB1,IQGAP1,IQGAP3,JUN,MAP2K3,MAP2K7,MAP3K11,MAPK14,MAPK8,NCF2,NCKAP1,NOXA1,PAK1,PAK2,PIP5K1A,PIP5K1B,PIP5K1C,PLCB2,RAC1,RACGAP1,STAT3,WASF1,WASF2"	40	10538	9	3680	"0.81927-Inf"	1.55195567491866	0.149377834257902	0.261973682958674
"533"	"gene_taxa_component_4.txt"	"C2_CP"	"KEGG_GALACTOSE_METABOLISM"	14267	29	19	10970	17	"B4GALT1,B4GALT2,GAA,GALE,GALK1,GALK2,GALT,GLA,GLB1,HK1,HK2,PFKL,PFKM,PFKP,PGM1,PGM2,UGP2"	17	10953	2	3295	"0.71563-Inf"	2.55701663571904	0.150175996600514	0.261973682958674
"197"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_ERBB1_INTERNALIZATION_PATHWAY"	14267	42	40	10578	33	"AMPH,ARHGEF7,CBL,CBLB,CDC42,CHMP3,EPN1,EPS15,GRB2,HGS,HRAS,ITSN1,KRAS,NRAS,PIK3CA,PIK3CD,PIK3R1,PIK3R2,PIK3R3,PTK2,RAB5A,RAF1,SH3KBP1,SHC1,SOS1,SPRY2,SRC,STAMBP,SYNJ1,TSG101,UBE2D1,UBE2D2,ZFYVE28"	33	10545	7	3682	"0.79975-Inf"	1.64596259351574	0.151282992890853	0.262066940912268
"2641"	"gene_taxa_component_10.txt"	"C2_CP"	"PID_NOTCH_PATHWAY"	14267	67	56	11032	47	"ADAM10,ADAM12,APH1A,APH1B,CBL,CCND1,CDKN1A,CNTN1,CNTN6,CTBP1,CUL1,DLK1,DLL1,DLL4,DNER,DNM1,ENO1,EP300,EPS15,FURIN,GATA3,HDAC1,ITCH,JAG1,JAG2,KDM1A,LNX1,MAML1,MARK2,MFAP2,MFAP5,MIB1,MYCBP,NCOR2,NCSTN,NOTCH2,NOTCH3,NOTCH4,NUMB,PSEN1,PSENEN,RAB11A,RBPJ,SKP1,SKP2,SPEN,YY1"	47	10985	9	3226	"0.81902-Inf"	1.53355970826817	0.15264185456519	0.262066940912268
"1272"	"gene_taxa_component_2.txt"	"C2_CP"	"KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT"	14267	38	36	10646	30	"BET1,BET1L,BNIP1,GOSR1,GOSR2,SEC22B,SNAP23,SNAP29,SNAP47,STX10,STX12,STX16,STX17,STX18,STX1A,STX2,STX3,STX7,STX8,TSNARE1,VAMP1,VAMP2,VAMP3,VAMP4,VAMP5,VAMP7,VAMP8,VTI1A,VTI1B,YKT6"	30	10616	6	3615	"0.78378-Inf"	1.70248546559813	0.155505400681785	0.262066940912268
"2032"	"gene_taxa_component_2.txt"	"C2_CP"	"PID_FAS_PATHWAY"	14267	38	36	10646	30	"AKT1,BID,BIRC2,BIRC3,BTK,CASP3,CASP8,CFLAR,CHUK,CLTC,EZR,FADD,FAS,IKBKB,IKBKG,MAP2K7,MAP3K1,MAPK11,MAPK14,MAPK8,MAPK9,PDPK1,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,RFC1,RIPK1,SMPD1"	30	10616	6	3615	"0.78378-Inf"	1.70248546559813	0.155505400681785	0.262066940912268
